DATASET_COLORSTRIP
SEPARATOR TAB
DATASET_LABEL	Madagascar vs Africa
EPI4003236|NA|AFI-EBS-465/2024|EPI_ISL_19743512|B	#95a5a6
EPI2721612|NA|B/Toliary/01641/2023|EPI_ISL_18167568|B	#95a5a6
EPI2757852|NA|B/Madagascar/711/2023|EPI_ISL_18304058|B	#c0392b
EPI2361049|NA|B/Madagascar/6252/2022|EPI_ISL_16830680|B	#c0392b
EPI3516402|NA|B/Madagascar/1228/2024|EPI_ISL_19354751|B	#c0392b
EPI2757820|NA|B/Madagascar/1066/2023|EPI_ISL_18304054|B	#c0392b
EPI2361018|NA|B/Madagascar/5686/2022|EPI_ISL_16830676|B	#c0392b
EPI2136282|NA|B/Madagascar/3977/2022|EPI_ISL_14727226|B	#c0392b
EPI2757844|NA|B/Madagascar/938/2023|EPI_ISL_18304057|B	#c0392b
EPI2757772|NA|B/Madagascar/777/2023|EPI_ISL_18304048|B	#c0392b
EPI2757788|NA|B/Madagascar/1069/2023|EPI_ISL_18304050|B	#c0392b
EPI2820087|NA|B/Madagascar/2449/2023|EPI_ISL_18607732|B	#c0392b
EPI2757764|NA|B/Madagascar/775/2023|EPI_ISL_18304047|B	#c0392b
EPI2820091|NA|B/Madagascar/2492/2023|EPI_ISL_18607733|B	#c0392b
EPI2757812|NA|B/Madagascar/1095/2023|EPI_ISL_18304053|B	#c0392b
EPI2757780|NA|B/Madagascar/1093/2023|EPI_ISL_18304049|B	#c0392b
EPI2757836|NA|B/Madagascar/1019/2023|EPI_ISL_18304056|B	#c0392b
EPI2820172|NA|B/Madagascar/2452/2023|EPI_ISL_18607744|B	#c0392b
EPI2757828|NA|B/Madagascar/1018/2023|EPI_ISL_18304055|B	#c0392b
EPI2360932|NA|B/Madagascar/5931/2022|EPI_ISL_16830665|B	#c0392b
EPI2757876|NA|B/Madagascar/1142/2023|EPI_ISL_18304061|B	#c0392b
EPI2757860|NA|B/Madagascar/1065/2023|EPI_ISL_18304059|B	#c0392b
EPI2878867|NA|B/Madagascar/1943/2023|EPI_ISL_18709786|B	#c0392b
EPI2757804|NA|B/Madagascar/668/2023|EPI_ISL_18304052|B	#c0392b
EPI2820117|NA|B/Madagascar/2448/2023|EPI_ISL_18607737|B	#c0392b
EPI3187856|NA|B/Madagascar/2448/2023|EPI_ISL_19034639|B	#c0392b
EPI2136305|NA|B/Madagascar/5178/2022|EPI_ISL_14727229|B	#c0392b
EPI2361251|NA|B/Madagascar/5361/2022|EPI_ISL_16830706|B	#c0392b
EPI2361416|NA|B/Uganda/1856/2022|EPI_ISL_16830727|B	#95a5a6
EPI4190462|NA|B/South_Africa/PATH-CERI-C066243/2025|EPI_ISL_19805929|B	#95a5a6
EPI3481771|NA|B/South_Africa/R05205/2024|EPI_ISL_19302681|B	#95a5a6
EPI3371798|NA|B/South_Africa/NHLS-SU-K061734/2024|EPI_ISL_19201481|B	#95a5a6
EPI3539686|NA|B/South_Africa/NHLS-UCT-CERI-K063106/2024|EPI_ISL_19384127|B	#95a5a6
EPI3949547|NA|B/Madagascar/3234/2024|EPI_ISL_19726503|B	#c0392b
EPI3949494|NA|B/Madagascar/3349/2024|EPI_ISL_19726495|B	#c0392b
EPI3949618|NA|B/Madagascar/3225/2024|EPI_ISL_19726513|B	#c0392b
EPI4639093|NA|B/Madagascar/01693/2025|EPI_ISL_20144966|B	#c0392b
EPI4715655|NA|B/Madagascar/01693/2025|EPI_ISL_20178578|B	#c0392b
EPI4216554|NA|B/Madagascar/03035/2024|EPI_ISL_19817099|B	#c0392b
EPI3879562|NA|B/Madagascar/00082/2025|EPI_ISL_19704271|B	#c0392b
EPI4645533|NA|B/Madagascar/2219/2025|EPI_ISL_20150223|B	#c0392b
EPI4216561|NA|B/Madagascar/03031/2024|EPI_ISL_19817100|B	#c0392b
EPI3879626|NA|B/Madagascar/00140/2025|EPI_ISL_19704280|B	#c0392b
EPI4304164|NA|B/Madagascar/00763/2025|EPI_ISL_19854872|B	#c0392b
EPI4645525|NA|B/Madagascar/2296/2025|EPI_ISL_20150222|B	#c0392b
EPI4639070|NA|B/Madagascar/02259/2025|EPI_ISL_20144963|B	#c0392b
EPI4304149|NA|B/Madagascar/00732/2025|EPI_ISL_19854870|B	#c0392b
EPI3841425|NA|B/Madagascar/03167/2024|EPI_ISL_19687164|B	#c0392b
EPI3879603|NA|B/Madagascar/00132/2025|EPI_ISL_19704277|B	#c0392b
EPI4639111|NA|B/Madagascar/01876/2025|EPI_ISL_20144969|B	#c0392b
EPI4638872|NA|B/Madagascar/02366/2025|EPI_ISL_20144935|B	#c0392b
EPI4715617|NA|B/Madagascar/02366/2025|EPI_ISL_20178574|B	#c0392b
EPI4639138|NA|B/Madagascar/02181/2025|EPI_ISL_20144973|B	#c0392b
EPI3879647|NA|B/Madagascar/03801/2024|EPI_ISL_19704283|B	#c0392b
EPI4304074|NA|B/Madagascar/00313/2025|EPI_ISL_19854860|B	#c0392b
EPI3879619|NA|B/Madagascar/00139/2025|EPI_ISL_19704279|B	#c0392b
EPI3949752|NA|B/Madagascar/3421/2024|EPI_ISL_19726531|B	#c0392b
EPI4304190|NA|B/Madagascar/00907/2025|EPI_ISL_19854876|B	#c0392b
EPI3840903|NA|B/Madagascar/03419/2024|EPI_ISL_19687091|B	#c0392b
EPI3841013|NA|B/Madagascar/03419/2024|EPI_ISL_19687106|B	#c0392b
EPI4216530|NA|B/Madagascar/03167/2024|EPI_ISL_19817095|B	#c0392b
EPI4440275|NA|A/Madagascar/00907/2025|EPI_ISL_19907454|B	#c0392b
EPI4639130|NA|B/Madagascar/02108/2025|EPI_ISL_20144972|B	#c0392b
EPI4716690|NA|B/Madagascar/02108/2025|EPI_ISL_20178777|B	#c0392b
EPI4440345|NA|B/Madagascar/01746/2025|EPI_ISL_19907463|B	#c0392b
EPI3841601|NA|B/Madagascar/03512/2024|EPI_ISL_19687190|B	#c0392b
EPI3840982|NA|B/Madagascar/03512/2024|EPI_ISL_19687102|B	#c0392b
EPI4440267|NA|A/Madagascar/00891/2025|EPI_ISL_19907453|B	#c0392b
EPI4440374|NA|B/Madagascar/01879/2025|EPI_ISL_19907467|B	#c0392b
EPI4440350|NA|B/Madagascar/01751/2025|EPI_ISL_19907464|B	#c0392b
EPI3841547|NA|B/Madagascar/03016/2024|EPI_ISL_19687183|B	#c0392b
EPI4304088|NA|B/Madagascar/00378/2025|EPI_ISL_19854862|B	#c0392b
EPI3840840|NA|B/Madagascar/03669/2024|EPI_ISL_19687083|B	#c0392b
EPI3840907|NA|B/Madagascar/03804/2024|EPI_ISL_19687092|B	#c0392b
EPI3879633|NA|B/Madagascar/00148/2025|EPI_ISL_19704281|B	#c0392b
EPI3879576|NA|B/Madagascar/00094/2025|EPI_ISL_19704273|B	#c0392b
EPI3841619|NA|B/Madagascar/02919/2024|EPI_ISL_19687193|B	#c0392b
EPI3949816|NA|B/Madagascar/2921/2024|EPI_ISL_19726541|B	#c0392b
EPI4440330|NA|B/Madagascar/01709/2025|EPI_ISL_19907461|B	#c0392b
EPI4216601|NA|B/Madagascar/02725/2024|EPI_ISL_19817107|B	#c0392b
EPI3841689|NA|B/Madagascar/02725/2024|EPI_ISL_19687203|B	#c0392b
EPI4630981|NA|B/Kenya/107/2025|EPI_ISL_20140985|B	#95a5a6
EPI4630875|NA|B/Cameroon/392/2025|EPI_ISL_20140971|B	#95a5a6
EPI3949583|NA|B/Madagascar/2972/2024|EPI_ISL_19726508|B	#c0392b
EPI4216547|NA|B/Madagascar/03088/2024|EPI_ISL_19817098|B	#c0392b
EPI3841296|NA|B/Madagascar/03088/2024|EPI_ISL_19687145|B	#c0392b
EPI3841367|NA|B/Madagascar/03003/2024|EPI_ISL_19687155|B	#c0392b
EPI4084420|NA|B/Madagascar/03367/2024|EPI_ISL_19774316|B	#c0392b
EPI3841652|NA|B/Madagascar/02825/2024|EPI_ISL_19687199|B	#c0392b
EPI2570952|NA|B/Mayotte/HCL023058458601/2023|EPI_ISL_17699697|B	#95a5a6
EPI2757796|NA|B/Madagascar/1132/2023|EPI_ISL_18304051|B	#c0392b
EPI5124508|NA|B/Mozambique/8996/2025|EPI_ISL_20359347|B	#95a5a6
EPI4084958|NA|B/Togo/1274/2024|EPI_ISL_19774365|B	#95a5a6
EPI5124442|NA|B/Togo/1935/2025|EPI_ISL_20359338|B	#95a5a6
EPI4929014|NA|B/Cameroon/1440/2025|EPI_ISL_20301781|B	#95a5a6
EPI3017219|NA|B/Gabon/127/2023|EPI_ISL_18886097|B	#95a5a6
EPI3473510|NA|B/Ghana/3427/2024|EPI_ISL_19296596|B	#95a5a6
EPI2721420|NA|B/Mauritius/P23120/2023|EPI_ISL_18167471|B	#95a5a6
EPI4934910|NA|B/Egypt/UBGSRCPHL-251125-21/2025|EPI_ISL_20304944|B	#95a5a6
EPI3607050|NA|B/South_AfricB/R06699/2024|EPI_ISL_19493793|B	#95a5a6
EPI3539659|NA|B/South_Africa/NHLS-UCT-CERI-K063100/2024|EPI_ISL_19384123|B	#95a5a6
EPI3827300|NA|B/South_Africa/R06196/2024|EPI_ISL_19680547|B	#95a5a6
