Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
75	:	1774975327.161	     2.648	0	113	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H1N2.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
76	:	1774975327.499	     2.620	0	113	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H1N8.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
42	:	1774975313.439	    16.694	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/HA_H6N2.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
22	:	1774975309.896	    20.261	0	111	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/HA_H3.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
77	:	1774975327.831	     2.671	0	113	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H2N9.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
79	:	1774975328.829	     2.716	0	117	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H3.madagascar.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
82	:	1774975330.122	     2.538	0	113	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H3N6.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
84	:	1774975330.159	     2.782	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H4N6.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
83	:	1774975330.135	     2.947	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H3N8.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
85	:	1774975330.504	     2.750	0	123	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H4N6.madagascar.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
48	:	1774975317.147	    16.280	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/HA_H7N6.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
78	:	1774975328.100	     5.779	0	111	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H3.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
86	:	1774975331.547	     2.648	0	113	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H4N8.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
87	:	1774975332.662	     2.674	0	109	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H5.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
90	:	1774975333.256	     2.451	0	113	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H5N3.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
89	:	1774975333.086	     3.271	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H5N2.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
92	:	1774975333.881	     2.536	0	109	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H6.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
59	:	1774975320.491	    16.138	0	108	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_B.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
93	:	1774975334.198	     2.627	0	117	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H6.madagascar.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
94	:	1774975335.340	     2.851	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H6N1.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
95	:	1774975335.711	     2.677	0	123	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H6N1.madagascar.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
99	:	1774975336.827	     2.575	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H7N3.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
55	:	1774975319.387	    20.090	0	123	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/HA_H9N2.madagascar.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
97	:	1774975336.420	     3.059	0	123	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H6N2.madagascar.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
98	:	1774975336.632	     2.924	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H7N1.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
101	:	1774975338.392	     2.565	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H7N7.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
88	:	1774975332.944	     8.115	0	114	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H5N1.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
2	:	1774975306.872	    34.588	0	108	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/HA_B.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
102	:	1774975339.405	     2.262	0	113	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H8N4.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
105	:	1774975339.558	     3.108	0	113	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H9N6.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
104	:	1774975339.486	     3.384	0	123	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H9N2.madagascar.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
96	:	1774975336.360	     6.736	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H6N2.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
106	:	1774975340.959	     2.220	0	121	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H9N6.madagascar.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
107	:	1774975341.063	     2.865	0	109	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_A.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
112	:	1774975343.099	     1.796	0	117	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H10N7.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
110	:	1774975342.669	     2.278	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H10N1.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
103	:	1774975339.480	     5.605	0	112	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H9N2.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
111	:	1774975342.874	     2.227	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H10N6.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
113	:	1774975343.182	     2.439	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H10N8.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
100	:	1774975338.194	     7.585	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H7N6.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
114	:	1774975343.931	     2.377	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H10N9.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
118	:	1774975345.104	     2.333	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H11N6.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
115	:	1774975344.898	     2.651	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H11N1.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
116	:	1774975344.950	     2.606	0	117	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H11N2.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
117	:	1774975345.088	     2.598	0	125	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H11N2.madagascar.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
119	:	1774975345.624	     2.779	0	117	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H11N9.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
124	:	1774975347.559	     2.368	0	113	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H1N8.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
125	:	1774975347.690	     2.279	0	113	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H2N9.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
123	:	1774975347.551	     2.500	0	121	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H1N2.madagascar.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
122	:	1774975347.440	     2.925	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H1N2.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
129	:	1774975350.054	     2.554	0	121	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H3N6.madagascar.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
128	:	1774975349.973	     3.148	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H3N6.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
130	:	1774975350.369	     5.006	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H3N8.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
131	:	1774975352.610	     4.484	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H4N6.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
132	:	1774975353.123	     4.422	0	123	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H4N6.madagascar.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
133	:	1774975355.377	     2.622	0	113	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H4N8.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
74	:	1774975327.159	    32.350	0	125	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/MP_H1N1.madagascar.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
135	:	1774975357.548	     2.394	0	121	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H5N1.madagascar.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
137	:	1774975359.511	     2.401	0	113	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H5N3.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
136	:	1774975358.003	     4.052	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H5N2.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
134	:	1774975357.097	     8.436	0	114	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H5N1.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
108	:	1774975341.464	    24.637	0	108	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_B.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
139	:	1774975361.914	     6.859	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H6N1.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
140	:	1774975362.058	     7.838	0	123	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H6N1.madagascar.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
142	:	1774975366.103	     4.468	0	123	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H6N2.madagascar.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
143	:	1774975368.777	     2.450	0	113	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H6N8.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
144	:	1774975369.899	     2.219	0	121	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H6N8.madagascar.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
145	:	1774975370.574	     2.960	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H7N1.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
146	:	1774975371.229	     2.771	0	115	0	0	bash /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/scripts/run_one_alignment.sh /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/split/NA_H7N3.africa.fasta /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/aligned /pasteur/appa/scratch/cduitama/EDID/Madagascar_influenza/alignments/logs
